P_START_LETTER,P_END_LETTER,TABLE_NAME,COLUMN_NAME,OBJECT_TYPE,DATA_TYPE,DATA_LENGTH,CHAR_LENGTH
L,O,LOY_ACTCRTR,LOY_ACTRANGE_ID,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR,CREATED_BY,VIEW,VARCHAR2,256,64
L,O,LOY_ACTCRTR,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
L,O,LOY_ACTCRTR,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
L,O,LOY_ACTCRTR,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
L,O,LOY_ACTCRTR,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
L,O,LOY_ACTCRTR,CONFLICT_ID,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR,AMOUNT,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR,ATTRIB_ID,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR,BUS_SERVICE_NAME,VIEW,VARCHAR2,300,75
L,O,LOY_ACTCRTR,CONDITION_OP,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR,CRITERIA_EXPR,VIEW,VARCHAR2,4000,2000
L,O,LOY_ACTCRTR,CRITERIA_EXPR_LONG,VIEW,CLOB,4000,0
L,O,LOY_ACTCRTR,CURCY_EXCH_DT,VIEW,DATE,7,0
L,O,LOY_ACTCRTR,CURRENCY_CODE,VIEW,VARCHAR2,60,15
L,O,LOY_ACTCRTR,DESC_TEXT,VIEW,VARCHAR2,2000,500
L,O,LOY_ACTCRTR,DISCNT_PCT,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR,ENTITY_TYPE,VIEW,VARCHAR2,40,10
L,O,LOY_ACTCRTR,EXP_LEN,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR,EXP_SNAPTO_CODE,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR,EXP_UOM,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR,METHOD_NAME,VIEW,VARCHAR2,300,75
L,O,LOY_ACTCRTR,NAME,VIEW,VARCHAR2,200,50
L,O,LOY_ACTCRTR,OBJECT_CODE,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR,OPERAND_CODE,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR,OPERATOR_CODE,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR,OTHER_ATTRIB_ID,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR,OTHER_OBJECT_CODE,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR,PMT_ATTRIB_ID,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR,PMT_OBJECT_CODE,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR,PMT_OPERATOR_CODE,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR,PMT_VAL,VIEW,VARCHAR2,200,50
L,O,LOY_ACTCRTR,POINT_TYPE_FLAG,VIEW,VARCHAR2,4,1
L,O,LOY_ACTCRTR,PROD_ID,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR,PROMO_RULE_ID,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR,PT_SUB_TYPE_ID,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR,QUALIFYING_FLAG,VIEW,VARCHAR2,4,1
L,O,LOY_ACTCRTR,REL_TYPE_CODE,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR,SEQ_NUM,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR,TIER_ID,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR,TYPE_CODE,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR,VAL,VIEW,VARCHAR2,200,50
L,O,LOY_ACTCRTR,VCHR_BASIS_CODE,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR,VOUCHER_QTY,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR_INT,LOY_ACTCRTR_INT_ID,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR_INT,BATCH_ID,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR_INT,IMPORT_STATUS_CODE,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR_INT,INTERFACE_ROW_ID,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR_INT,ACTION_CODE,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR_INT,INTERNAL_ACTION_CODE,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR_INT,INTERNAL_ACTCRTR_OVN,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR_INT,REQUEST_ID,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR_INT,CREATED_BY,VIEW,VARCHAR2,256,64
L,O,LOY_ACTCRTR_INT,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
L,O,LOY_ACTCRTR_INT,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
L,O,LOY_ACTCRTR_INT,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
L,O,LOY_ACTCRTR_INT,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
L,O,LOY_ACTCRTR_INT,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR_INT,LOY_ACTRANGE_ID,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR_INT,AMOUNT,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR_INT,ATTRIB_ID,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR_INT,BUS_SERVICE_NAME,VIEW,VARCHAR2,300,75
L,O,LOY_ACTCRTR_INT,CONDITION_OP,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR_INT,CRITERIA_EXPR,VIEW,VARCHAR2,4000,2000
L,O,LOY_ACTCRTR_INT,CRITERIA_EXPR_LONG,VIEW,CLOB,4000,0
L,O,LOY_ACTCRTR_INT,CURCY_EXCH_DT,VIEW,DATE,7,0
L,O,LOY_ACTCRTR_INT,CURRENCY_CODE,VIEW,VARCHAR2,60,15
L,O,LOY_ACTCRTR_INT,DESC_TEXT,VIEW,VARCHAR2,2000,500
L,O,LOY_ACTCRTR_INT,DISCNT_PCT,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR_INT,ENTITY_TYPE,VIEW,VARCHAR2,40,10
L,O,LOY_ACTCRTR_INT,EXP_LEN,VIEW,NUMBER,22,0
L,O,LOY_ACTCRTR_INT,EXP_SNAPTO_CODE,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR_INT,EXP_UOM,VIEW,VARCHAR2,120,30
L,O,LOY_ACTCRTR_INT,METHOD_NAME,VIEW,VARCHAR2,300,75
